RBD	NOMBRE	COMUNA
5849	Escuela G-304 Pumalal	LAUTARO
5850	ESCUELA VISTA HERMOSA	LAUTARO
5850	ESC. BASICA VISTA HERMOSA	LAUTARO
5850	Escuela G-306 Vista Hermosa	LAUTARO
5850	Escuela Vista Hermosa	LAUTARO
5851	ESCUELA CHUMIL	LAUTARO
5851	Escuela G-307 Chumil	LAUTARO
5851	Escuela Chumil	LAUTARO
5851	ESC. BASICA CHUMIL	LAUTARO
5852	Escuela El Escudo	LAUTARO
5852	ESC. BASICA EL ESCUDO	LAUTARO
5852	ESCUELA EL ESCUDO	LAUTARO
5852	Escuela G-309 El Escudo	LAUTARO
5854	ESCUELA VEGA LARGA	LAUTARO
5854	Escuela G-312 Vega Larga	LAUTARO
5854	ESC. BASICA VEGA LARGA	LAUTARO
5854	VEGA LARGA	LAUTARO
5855	ESCUELA MUCO CHUREO	LAUTARO
5855	Escuela G-316 Muco Chureo	LAUTARO
5855	Escuela Muco Chureo	LAUTARO
5855	ESC. BASICA MUCO CHUREO	LAUTARO
5856	ESCUELA EL CRUCERO	LAUTARO
5856	Escuela El Crucero	LAUTARO
5857	Escuela Malpichahue	LAUTARO
5857	ESCUELA MALPICHAHUE	LAUTARO
5857	ESC. BASICA MALPICHAHUE	LAUTARO
5857	Escuela G-319 Malpichahue	LAUTARO
5858	ESCUELA SANTA ANA	LAUTARO
5858	Escuela Santa Ana	LAUTARO
5858	Escuela G-321 Santa Ana	LAUTARO
5859	ESCUELA MUNICIPAL	LAUTARO
5859	ESC. BASICA REDUCCION MARILEO	LAUTARO
5859	Escuela G-339 Santa Elena	LAUTARO
5859	Escuela Santa Elena	LAUTARO
5861	SAN FRANCISCO DE ASIS DE LAUTARO	LAUTARO
5861	ESC.PART.SAN FRANCISCO DE ASIS - LAUTARO	LAUTARO
5862	ESCUELA PARTICULAR N 12 CORAZÓN DE JESÚS	LAUTARO
5862	ULTRA CAUTIN	LAUTARO
5862	ESCUELA PARTICULAR CORAZON DE JESUS	LAUTARO
5868	QUILACURA	LAUTARO
5868	ESCUELA PARTICULAR QUILACURA	LAUTARO
5869	SANTA TERESA	LAUTARO
5869	ESCUELA PARTICULAR SANTA TERESA	LAUTARO
5871	ESCUELA P 40  SANTA TERESITA DE LAUTARO	LAUTARO
5871	SANTA TERESITA	LAUTARO
5871	ESCUELA PARTICULAR SANTA TERESITA	LAUTARO
5872	HUINCA RAILAO	LAUTARO
5872	ESCUELA PARTICULAR HUINCA RAILAO	LAUTARO
5873	LOS HUALLES	LAUTARO
5873	ESCUELA PARTICULAR LOS HUALLES	LAUTARO
5875	NUEVA DOLLINCO	LAUTARO
5875	ESCUELA PARTICULAR NUEVA DOLLINCO	LAUTARO
5876	ESCUELA PARTICULAR SAN RAFAEL	LAUTARO
5876	SAN RAFAEL	LAUTARO
5877	LOS SOLARES	LAUTARO
5877	ESCUELA PARTICULAR LOS SOLARES	LAUTARO
5878	ESCUELA PARTICULAR VALLEPENCO	LAUTARO
5878	VALLE PENCO	LAUTARO
5879	LICEO ISABEL POBLETE V.	PERQUENCO
5879	LICEO ISABEL POBLETE V	PERQUENCO
5880	ESCUELA EDUARDO FREI MONTALVA	PERQUENCO
5880	EDUARDO FREI MONTALVA	PERQUENCO
5881	NOVOA	PERQUENCO
5882	EL SOL	PERQUENCO
5885	ESCUELA LOS QUIQUES	PERQUENCO
5885	LOS QUIQUES	PERQUENCO
5886	REHUECOYAN	PERQUENCO
5886	ESCUELA BASICA REHUECOYAN	PERQUENCO
5887	ESCUELA CAYUL	PERQUENCO
5888	ESCUELA PARLAMENTO	PERQUENCO
5888	ESC. BASICA PARLAMENTO	PERQUENCO
5889	ESCUELA MUNICIPAL	PERQUENCO
5889	ESCUELA MUNICIPAL NECUL	PERQUENCO
5890	ESCUELA PITRACO	PERQUENCO
5891	ESCUELA RINCONADA	PERQUENCO
5893	ESCUELA PARTICULAR LAS CEREZAS	PERQUENCO
5893	LAS CEREZAS	PERQUENCO
5894	LA ESTRELLA	PERQUENCO
5894	ESCUELA PARTICULAR LA ESTRELLA	PERQUENCO
5896	ESCUELA JAPON	VILCUN
5896	ESCUELA JAPON	VILCÚN
5896	JAPÓN	VILCUN
5897	COLEGIO AMERICA	VILCUN
5897	COLEGIO AMERICA	VILCÚN
5897	ESCUELA AMERICA	VILCUN
5899	ESCUELA DAGOBERTO GODOY	VILCÚN
5899	ESCUELA DAGOBERTO GODOY FUENTEALBA	VILCUN
5899	ESCUELA DAGOBERTO GODOY	VILCUN
5900	ESCUELA QUINTRILPE	VILCUN
5901	ESC. BASICA VEGA REDONDA	VILCUN
5901	ESCUELA VEGA REDONDA	VILCUN
5901	ESC. BASICA VEGA REDONDA	VILCÚN
5902	MARTIN ALONQUEO PIUTRIN	VILCUN
5902	ESCUELA MARTIN ALONQUEO PIUTRIN	VILCÚN
5902	ESCUELA MARTIN ALONQUEO PIUTRIN	VILCUN
5905	ESC. BASICA COLLIN ALTO	VILCÚN
5905	ESCUELA COLLIN ALTO	VILCUN
5905	ESC. BASICA COLLIN ALTO	VILCUN
5909	ESC. BASICA HOGAR DE PEDREGOSO	CUNCO
5909	ESCUELA HOGAR	CUNCO
5910	ESCUELA METO NORTE	VILCUN
5911	ESC. BASICA CANTINO	VILCUN
5911	ESC. BASICA CANTINO	VILCÚN
5911	ESCUELA CANTINO	VILCUN
5913	ESC. BASICA BAJO LLEUQUE	VILCÚN
5913	ESCUELA BAJO LLEUQUE	VILCUN
5913	ESC. BASICA BAJO LLEUQUE	VILCUN
5914	ESCUELA SANTA EULALIA	VILCUN
5919	ESCUELA PADRE OSVALDO VEGA	VILCUN
5919	ESCUELA PADRE OSVALDO VEGA	VILCÚN
5921	COMPLEJO EDUCACIONAL PADRE NICOLAS	VILCÚN
5921	Colegio Padre Nicolas	VILCUN
5921	LICEO BICENTENARIO PADRE NICOLÁS	VILCÚN
5921	COMPLEJO EDUCACIONAL PADRE NICOLAS	VILCUN
5922	INMACULADA CONCEPCION	VILCUN
5923	LICEO AGRICOLA CRUZ DEL SUR	VILCÚN
5923	LICEO AGRICOLA CRUZ DEL SUR	VILCUN
5925	CURILEO	VILCUN
5926	QUILACURA	VILCUN
5927	CODINHUE	VILCUN
5927	ESCUELA PARTICULAR CODINHUE	VILCÚN
5927	ESCUELA PARTICULAR CODINHUE	VILCUN
5930	ESCUELA PARTICULAR SANTA GERTRUDIS	VILCÚN
5930	ESCUELA PARTICULAR SANTA GERTRUDIS	VILCUN
5930	SANTA GERTRUDIS	VILCUN
5931	ESCUELA PARTICULAR MALLA	VILCÚN
5931	ESCUELA PARTICULAR MALLA	VILCUN
5931	MALLA	VILCUN
5932	COLONIA MENDOZA	VILCUN
5932	ESCUELA PARTICULAR COLONIA MENDOZA	VILCUN
5932	ESCUELA PARTICULAR COLONIA MENDOZA	VILCÚN
5933	ESCUELA PARTICULAR EL NATRE	VILCÚN
5933	ESCUELA PARTICULAR EL NATRE	VILCUN
5933	EL NATRE	VILCUN
5933	ESCUELA MISIONAL EL NATRE	VILCUN
5935	SANTA TERESITA DE CODINHUE	VILCUN
5935	ESCUELA PARTICULAR SANTA TERESITA	VILCUN
5935	ESCUELA PARTICULAR SANTA TERESITA	VILCÚN
5938	SAN MIGUEL	VILCUN
5938	SAN MIGUEL DE QUINTRILPE	VILCUN
5938	SAN MIGUEL DE QUINTRILPE	VILCÚN
5939	NUEVA CAIVICO	VILCUN
5939	ESCUELA PARTICULAR NUEVA CAIVICO	VILCUN
5939	ESCUELA PARTICULAR NUEVA CAIVICO	VILCÚN
5940	ESCUELA PARTICULAR VIRGEN DE FATIMA	VILCÚN
5940	VIRGEN DE FATIMA	VILCUN
5940	ESCUELA PARTICULAR VIRGEN DE FATIMA	VILCUN
5942	ESCUELA PARTICULAR SAN ANTONIO	VILCUN
5942	SAN ANTONIO DE LLAMUCO	VILCUN
5942	ESCUELA PARTICULAR SAN ANTONIO	VILCÚN
5943	ESCUELA PART. ASENTAMIENTO EL TESORO	VILCUN
5943	ESCUELA PART. ASENTAMIENTO EL TESORO	VILCÚN
5943	ASENTAMIENTO EL TESORO	VILCUN
5945	REÑICO	VILCUN
5945	ESCUELA PARTICULAR RENICO	VILCÚN
5945	ESCUELA PARTICULAR RENICO	VILCUN
5947	ESCUELA PARTICULAR CRUZ DEL SUR	VILCUN
5947	ESCUELA PARTICULAR CRUZ DEL SUR	VILCÚN
5947	CRUZ DEL SUR	VILCUN
5952	ESCUELA PARTICULAR SANTA MONICA	VILCUN
5952	SANTA MONICA	VILCUN
5952	ESCUELA PARTICULAR SANTA MONICA	VILCÚN
5954	ESCUELA PARTICULAR LOS ROBLES	VILCUN
5954	LOS ROBLES	VILCUN
5954	ESCUELA PARTICULAR LOS ROBLES	VILCÚN
5955	ESCUELA PARTICULAR MONTERREY	VILCUN
5955	MONTERREY	VILCUN
5955	ESCUELA PARTICULAR MONTERREY	VILCÚN
5957	LICEO ATENEA	CUNCO
5957	LICEO MUNICIPAL ATENEA	CUNCO
5959	LICEO \""ARTURO VALENZUELA\""	CUNCO
5959	LICEO  ARTURO VALENZUELA	CUNCO
5959	LICEO ARTURO VALENZUELA	CUNCO
5960	LAS HORTENCIAS	CUNCO
5960	LAS HORTENSIAS	CUNCO
5960	ESCUELA BASICA LAS HORTENCIAS	CUNCO
5961	PITRUNCO G 559	CUNCO
5961	PITRUNCO	CUNCO
5962	HECTOR VALENZUELA CEA	VILLARRICA
5962	ESCUELA HECTOR VALENZUELA CEA	VILLARRICA
5963	ESC. BASICA LLANQUI LLANQUI	CUNCO
5963	LLANQUI LLANQUI	CUNCO
5964	SAN CAMILO	CUNCO
5964	ESC. BASICA SAN CAMILO	CUNCO
5967	LAS MARGARITAS	CUNCO
5968	DALCAHUE	CUNCO
5970	ESCUELA VIDA Y PAZ	CUNCO
5970	VIDA Y PAZ	CUNCO
5972	FAJA 10.000	CUNCO
5972	ESCUELA BASICA SAN ENRIQUE FAJA 10.000	CUNCO
5973	ESC. BASICA EL ROSAL	CUNCO
5973	EL ROSAL	CUNCO
5974	ESCUELA PARTICULAR RIOS DE AGUA VIVA	PADRE LAS CASAS
5974	RIOS DE AGUA VIVA	PADRE LAS CASAS
5975	ESCUELA FAJA 2000	CUNCO
5975	ESC. BASICA FAJA 2000 HUICHAHUE	CUNCO
5977	QUIÑETRU  G  598	CUNCO
5977	QUINETRU	CUNCO
5977	ESC. BASICA QUINETRU	CUNCO
5978	HUERERE G 559	CUNCO
5978	ESC. BASICA HUERERE	CUNCO
5978	ESCUELA MUNICIPAL ADRIANO ARELLANO CABRERA	CUNCO
5978	HUERERE	CUNCO
5980	ESC. BASICA LLAULLAHUE	CUNCO
5980	LLAULLAHUE	CUNCO
5981	ESCUELA PAULO ARAVENA ARAVENA	CUNCO
5981	ESCUELA PABLO ARAVENA	CUNCO
5984	ESC. BASICA LO SCHMITH	CUNCO
5984	LO SCHMITH	CUNCO
5985	LA MAÑANA	CUNCO
5985	ESCUELA LA MANANA	CUNCO
5985	LA MANANA	CUNCO
5986	CALQUINCO	CUNCO
5987	ESC. BASICA LEUFUCHE	CUNCO
5987	LEUFUCHE	CUNCO
5988	HUICHAHUE	CUNCO
5989	ESCUELA MUNICIPAL	CUNCO
5989	ESC. BASICA QUINENCHIQUE	CUNCO
5990	QUECHEREHUE	CUNCO
5990	ESCUELA BASICA QUECHEREHUE	CUNCO
5991	RIO BLANCO	CUNCO
5992	COMPLEJO EDUCACIONAL JUAN BOSCO	CUNCO
5992	COMPLEJO EDUCACIONAL  JUAN BOSCO	CUNCO
5993	ESCUELA LEOVIGILDO KLEY	CUNCO
5993	HNO.LEOVIGILDO KLEY	CUNCO
5994	ESC. PART. Nº 28 PADRE MARCELINO HUICHAMIL	CUNCO
5994	LOS LAURELES	CUNCO
5994	ESCUELA PARTICULAR SUBVENCIONADA PADRE MARCELINO HUICHAMIL	CUNCO
5994	ESCUELA PARTICULAR SUBVENCIONADA PADRE M	CUNCO
5994	ESCUELA PARTICULAR SUBVENCIONADA PADRE MARCEL	CUNCO
5995	QUECHEREHUE	CUNCO
5995	ESCUELA PARTICULAR QUECHEREHUE	CUNCO
5997	ESC. PART. Nº 13 MAHUIDANCHE	PUCÓN
5997	ESC. PART. Nº 13 \""MAHUIDANCHE\""	PITRUFQUEN
5997	HUILIPILUN	PUCON
5997	ESC. PART. Nº 13 MAHUIDANCHE	PITRUFQUEN
5997	ESC. PART. Nº 13 MAHUIDANCHE	PITRUFQUÉN
5998	ESCUELA PARTICULAR LA BASTILLA	CUNCO
5998	LA BASTILLA	CUNCO
5999	PADRE BERNABE	CUNCO
5999	ESCUELA PARTICULAR PADRE BERNABE	CUNCO
6001	ESCUELA DICAHUE	CUNCO
6003	ESC. PART. STA. ISABEL DE TRAFAMPULLI	CUNCO
6003	SANTA ISABEL DE TRAFAMPULLI	CUNCO
6005	ESCUELA AURORA DE CHILE	CUNCO
6005	AURORA DE CHILE	CUNCO
6006	ALAMEDA	CUNCO
6006	ESCUELA PARTICULAR ALAMEDA	CUNCO
6007	LICEO LOS ANDES	MELIPEUCO
6009	MOLULCO	MELIPEUCO
6009	ESC. BASICA MOLULCO	MELIPEUCO
6010	HUALLERUPE	MELIPEUCO
6011	ESC. BASICA MOLULCO	MELIPEUCO
6011	MOLULCO	MELIPEUCO
6012	ESC. BASICA CUMCUMLLAQUE	MELIPEUCO
6012	CUMCUMLLAQUE	MELIPEUCO
6013	ESC. BASICA CAREN	MELIPEUCO
6013	CAREN	MELIPEUCO
6014	ESCUELA ALPEHUE	MELIPEUCO
6014	ALPEHUE	MELIPEUCO
6015	ESC. BASICA CURACALCO	CUNCO
6015	CURACALCO	CUNCO
6017	ESC. BASICA HUECHELEPUN	MELIPEUCO
6017	HUECHELEPUN	MELIPEUCO
6017	ESCUELA MUNICIPAL CARÉN	MELIPEUCO
6018	ESCUELA PARTICULAR SAN GABRIEL	MELIPEUCO
6018	SAN GRABRIEL	MELIPEUCO
6018	SAN GABRIEL	MELIPEUCO
6019	SANTA MARIA DE LLAIMA	MELIPEUCO
6019	ESCUELA PARTICULAR LLAIMA	MELIPEUCO
6020	TRACURA	MELIPEUCO
6020	ESCUELA PARTICULAR TRACURA	MELIPEUCO
6021	ESCUELA PARTICULAR CAREN	MELIPEUCO
6021	CAREM	MELIPEUCO
6022	ESCUELA PARTICULAR LA SUERTE	MELIPEUCO
6022	LA SUERTE	MELIPEUCO
6023	ESCUELA PARTICULAR PALIHUEPILLAN	MELIPEUCO
6023	PALIHUE PILLAN	MELIPEUCO
6024	ESCUELA PARTICULAR EL RETIRO	MELIPEUCO
6024	EL RETIRO	MELIPEUCO
6025	ESCUELA DAHUELHUE	MELIPEUCO
6025	DAHUELHUE	MELIPEUCO
6026	ESCUELA PARTICULAR EL SALTO	MELIPEUCO
6026	EL SALTO	MELIPEUCO
6027	COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VALDES S	CURARREHUE
6027	LICEO MONS. FCO. VALDES SUBERCASEAUX (F-	CURARREHUE
6027	COMPLEJO EDUC MONS FRANCISCO VALDES S	CURARREHUE
6027	COMPLEJO EDUCACIONAL MONSEÑOR FRCO. VAL	CURARREHUE
6029	RUKA MANKE	CURARREHUE
6029	ESCUELA MUNICIPAL RUKA MANKE   F  794	CURARREHUE
6029	ESCUELA RUCA MANKE	CURARREHUE
6029	ESCUELA  RUKA MANKE   F  794	CURARREHUE
6030	JERONIMO NECULPAN	CURARREHUE
6030	ESCUELA JERONIMO NECULPAN	CURARREHUE
6031	EL SALTILLO	CURARREHUE
6031	ESCUELA EL SANTILLO	CURARREHUE
6032	ESCUELA MAMUIL MALAL	CURARREHUE
6032	MAMUIL MALAL	CURARREHUE
6034	KURT GOLDAMMER FLEISCHER	CURARREHUE
6035	LA FRONTERA	CURARREHUE
6036	LICANCURA	CURARREHUE
6036	ESCUELA LICANCURA	CURARREHUE
6036	LIKANKURA	CURARREHUE
6037	PUENTE BASA	CURARREHUE
6037	ESCUELA PUENTE BASA	CURARREHUE
6038	CURARREHUE	CURARREHUE
6038	COMPLEJO EDUCACIONAL RUKA NGEN	CURARREHUE
6038	COMPLEJO EDUCACIONAL RUKA NGE	CURARREHUE
6039	CATRIPULLI	CURARREHUE
6039	ESCUELA PARTICULAR CATRIPULLI	CURARREHUE
6040	ESCUELA PARTICULAR PUALA	CURARREHUE
6040	ECO ESCUELA ANTU MAWIDA	CURARREHUE
6040	PUALA	CURARREHUE
6041	LOS RAULIES	CURARREHUE
6041	ESCUELA PARTICULAR LOS RAULIES	CURARREHUE
6042	ESCUELA PARTICULAR VIRGEN DE RINCONADA	CURARREHUE
6042	VIRGEN DE RINCONADA	CURARREHUE
6043	LONCOFILO	CURARREHUE
6043	ESCUELA PARTICULAR LONCOFILO	CURARREHUE
6044	ESCUELA PARTICULAR MAITE	CURARREHUE
6044	MAITE	CURARREHUE
6045	ESCUELA PARTICULAR PANQUE	CURARREHUE
6045	PANQUI	CURARREHUE
6045	PANQUE	CURARREHUE
6046	ESCUELA PARTICULAR MAITE ALTO	CURARREHUE
6046	MAITE ALTO	CURARREHUE
6048	ESCUELA PARTICULAR MAICHIN	CURARREHUE
6048	MISIONAL MAICHIN	CURARREHUE
6049	LOS SAUCES	CURARREHUE
6049	ESCUELA PARTICULAR LOS SAUCES	CURARREHUE
6051	LICEO DE HOTELERIA Y TURISMO	PUCON
6051	LICEO DE HOTELERIA Y TURISMO	PUCÓN
6051	LICEO BICENTENARIO HOTELERIA Y TURISMO	PUCÓN
6052	CARLOS HOLZAPFEL	PUCON
6052	ESCUELA CARLOS HOLZAFEL	PUCON
6052	ESCUELA CARLOS HOLZAFEL	PUCÓN
6052	Carlos Holzapfel	PUCON
6053	PALGUIN BAJO	PUCON
6053	JOSE MIGUEL MARTINEZ SOTO	PUCON
6053	ESCUELA JOSE MIGUEL MARTINEZ SOTO	PUCÓN
6053	ESCUELA JOSE MIGUEL MARTINEZ SOTO	PUCON
6054	ESC. BASICA QUELHUE	PUCON
6054	ESC. BASICA QUELHUE	PUCÓN
6054	QUELHUE	PUCON
6055	CABURGUA	PUCON
6056	EL CLARO	PUCON
6056	ESCUELA  EL CLARO	PUCON
6056	ESCUELA BASICA MUNICIPAL DE EL CLARO	PUCÓN
6056	ESCUELA BASICA MUNICIPAL DE EL CLARO	PUCON
6057	CARHUELLO	PUCON
6059	HUIFE ALTO	PUCON
6059	ESCUELA HUIFE ALTO	PUCÓN
6059	ESCUELA HUIFE ALTO	PUCON
6059	ESCUELA MUNICIPAL  G  781 HUIFE ALTO	PUCON
6060	ESC. BASICA VILLA SAN PEDRO	PUCÓN
6060	VILLA SAN PEDRO	PUCON
6060	ESC. BASICA VILLA SAN PEDRO	PUCON
6060	ESCUELA VILLA SAN PEDRO	PUCON
6061	HUEPIL	PUCON
6062	PICHARES	PUCON
6062	ESC. BASICA PICHARES	PUCÓN
6062	ESC. BASICA PICHARES	PUCON
6063	ESC. BASICA CANDELARIA	PUCON
6063	CANDELARIA	PUCON
6063	ESC. BASICA CANDELARIA	PUCÓN
6065	COILACO BAJO	PUCON
6066	ESC. BASICA CARILEUFU	PUCÓN
6066	CARILEUFU	PUCON
6066	ESC. BASICA CARILEUFU	PUCON
6066	ESCUELA MUNICIPAL G 790 CARILEUFU	PUCON
6068	QUETROLEUFU	PUCON
6069	PAILLACO	PUCON
6069	ESC.BASICA PAILLACO	PUCÓN
6069	ESCUELA PAILLACO	PUCON
6069	ESC.BASICA PAILLACO	PUCON
6070	COMPLEJO EDUCACIONAL PABLO SEXTO	PUCON
6070	COMPLEJO EDUCACIONAL PABLO SEXTO	PUCÓN
6070	LICEO PABLO SEXTO	PUCON
6071	NUESTRA SENORA DE FATIMA	PUCON
6071	ESCUELA PARTICULAR NTRA.SRA.DE FATIMA	PUCÓN
6071	ESCUELA PARTICULAR NTRA.SRA.DE FATIMA	PUCON
6072	RAMON GUINEZ	PUCON
6072	ESCUELA PARTICULAR RAMON GUINEZ	PUCÓN
6072	ESCUELA PARTICULAR 167 RAMON GUIÑEZ	PUCON
6072	ESCUELA PARTICULAR RAMON GUINEZ	PUCON
6074	ESCUELA PARTICULAR 16 CABURGUA	PUCON
6074	ESCUELA PARTICULAR CABURGUA	PUCÓN
6074	CABURGUA	PUCON
6074	ESCUELA PARTICULAR CABURGUA	PUCON
6075	MENETUE	PUCON
6075	ESC PART N 92 SAN LUIS	PUCON
6075	ESCUELA PARTICULAR SAN LUIS	PUCÓN
6075	SAN LUIS	PUCON
6075	ESCUELA PARTICULAR SAN LUIS	PUCON
6076	ESCUELA PARTICULAR CABURGUA	PUCÓN
6076	ESCUELA PARTICULAR CABURGUA	PUCON
6076	CABURGUA-PUCON	PUCON
6077	ESCUELA PARTICULAR QUETROLELFU	PUCÓN
6077	ESCUELA PARTICULAR QUETROLELFU	PUCON
6077	QUETROLELFU	PUCON
6080	ESCUELA PARTICULAR P.SEBASTIAN ENGLERT	PUCÓN
6080	ESCUELA PARTICULAR P.SEBASTIAN ENGLERT	PUCON
6080	PADRE SEBASTIAN ENGLERT	PUCON
6082	SANTA. ROSA DE LLAFENCO	PUCON
6082	ESCUELA SANTA ROSA DE LLAFENCO	PUCÓN
6082	ESCUELA SANTA ROSA DE LLAFENCO	PUCON
6083	RELICURA	PUCON
6083	ESCUELA PARTICULAR RELICURA	PUCÓN
6083	ESCUELA PARTICULAR RELICURA	PUCON
6084	LICEO ARAUCANIA	VILLARRICA
6084	LICEO BICENTENARIO ARAUCANIA	VILLARRICA
6084	LICEO BICENTENARIO ARAUCANÍA	VILLARRICA
6085	LICEO POLITECNICO VILLARRICA	VILLARRICA
6085	Liceo Politécnico Villarrica	VILLARRICA
6086	ESCUELA JOSE ABELARDO NUNEZ	VILLARRICA
6086	JOSE ABELARDO NUÑEZ	VILLARRICA
6087	LICEO ALEXANDER GRAHAM BELL	VILLARRICA
6087	ESCUELA ALEXANDER GRAHAM BELL	VILLARRICA
6087	ALEXANDER GRAHAM BELL	VILLARRICA
6087	LICEO BICENTENARIO DE EXCELENCIA ARTÍSTICO ALEXANDER GRAHAM BELL	VILLARRICA
6088	ESCUELA VALENTIN LETELIER	VILLARRICA
6088	VALENTIN LETELIER	VILLARRICA
6089	VOIPIR DE ÑANCUL	VILLARRICA
6089	VOIPIR DE NANCUL	VILLARRICA
6089	ESCUELA VOIPIR DE NANCUL	VILLARRICA
6090	ESCUELA MARIANO LATORRE	VILLARRICA
6090	MARIANO LATORRE	VILLARRICA
6091	ESC.ESP.RET.MENTAL BEATO LUIS ORIONE	VILLARRICA
6091	BEATO LUIS ORIONE	VILLARRICA
6092	EPU KLEI	VILLARRICA
6092	ESCUELA EPUKLEI	VILLARRICA
6093	ESCUELA MOLCO ALTO	VILLARRICA
6094	MALLOCO	VILLARRICA
6097	G 753 LAS VERTIENTES	VILLARRICA
6097	CATRICO ALTO	VILLARRICA
6097	LAS VERTIENTES	VILLARRICA
6097	ESCUELA LAS VERTIENTES	VILLARRICA
6101	ESCUELA CATRICO LA LUNA	VILLARRICA
6101	CATRICO LA LUNA	VILLARRICA
6103	HUINCARA SUR	VILLARRICA
6103	ESCUELA HUINCACARA SUR	VILLARRICA
6103	HUINCACARA SUR	VILLARRICA
6106	ESCUELA BASICA HUILLINCO	VILLARRICA
6106	HUILLINCO	VILLARRICA
6107	ESCUELA CONQUIL	VILLARRICA
6107	CONQUIL	VILLARRICA
6108	RELUN	VILLARRICA
6108	ESCUELA MANANTIAL	VILLARRICA
6109	LOS NOTROS	VILLARRICA
6111	MANQUEPAN	VILLARRICA
6112	COLEGIO HUMANIDADES	VILLARRICA
6112	COLEGIO DE HUMANIDADES DE VILLARICA	VILLARRICA
6112	COLEGIO DE HUMANIDADES	VILLARRICA
6113	ESCUELA INDUSTRIAL SAN JOSE	VILLARRICA
6113	LICEO INDUSTRIAL SAN JOSE	VILLARRICA
6115	LICEO SAN AGUSTIN	VILLARRICA
6115	COMPLEJO EDUCACIONAL SAN AGUSTIN	VILLARRICA
6116	ESCUELA PARTICULAR SAGRADA FAMILIA	VILLARRICA
6116	SAGRADA FAMILIA	VILLARRICA
6116	ESCUELA PARTICULAR  N 1 SAGRADA FAMILIA	VILLARRICA
6117	ESCUELA PARTICULAR NANCUL	VILLARRICA
6117	ÑANCUL	VILLARRICA
6117	NANCUL	VILLARRICA
6118	SANTA CRUZ	VILLARRICA
6118	COLEGIO SANTA CRUZ	VILLARRICA
6119	LICEO PART. LIBERTAD	VILLARRICA
6119	LICEO TECNICO PROFESIONAL LIBERTAD	VILLARRICA
6119	LICEO PARTICULAR SUBVENCIONADO LIBERTAD	VILLARRICA
6120	ALBERTO HURTADO	VILLARRICA
6120	ESCUELA PARTICULAR 62 ALBERTO HURTADO	VILLARRICA
6120	COLEGIO ALBERTO HURTADO	VILLARRICA
6120	ESCUELA PARTICULAR ALBERTO HURTADO	VILLARRICA
6121	PUCARA ALTO	VILLARRICA
6121	ESCUELA PARTICULAR PUCARA ALTO	VILLARRICA
6122	COLEGIO ADVENTISTA	VILLARRICA
6122	ESCUELA PARTICULAR ADVENTISTA	VILLARRICA
6123	ARTURO PRAT	LONCOCHE
6123	ESCUELA PARTICULAR ARTURO PRAT	LONCOCHE
6124	ESCUELA PARTICULAR PEDRO AGUIRRE CERDA	VILLARRICA
6124	PEDRO AGUIRRE CERDA	VILLARRICA
6126	NUEVA ESPERANZA	VILLARRICA
6126	ESCUELA PARTICULAR NUEVA ESPERANZA	VILLARRICA
6127	CUDICO	VILLARRICA
6127	ESCUELA PARTICULAR CUDICO	VILLARRICA
6129	HUECHULELFU	VILLARRICA
6129	ESCUELA PARTICULAR HUECHULELFU	VILLARRICA
6130	LLAU-LLAU	VILLARRICA
6132	CHAURA	VILLARRICA
6132	ESCUELA PARTICULAR CHAURA	VILLARRICA
6135	ESCUELA PARTICULAR LUIS CRUZ MARTINEZ	VILLARRICA
6135	ESCUELA LUIS CRUZ MARTINES	VILLARRICA
6135	ESCUELA PARTICULAR  LUIS CRUZ MARTÍNEZ	VILLARRICA
6137	SAN LUIS	VILLARRICA
6137	ESCUELA PARTICULAR SAN LUIS	VILLARRICA
6138	SAN JOSE DE CALFUTUE	VILLARRICA
6138	ESCUELA PARTICULAR CALFUTUE	VILLARRICA
6139	ESCUELA PARTICULAR SANTA RITA	VILLARRICA
6139	SANTA RITA	VILLARRICA
6140	ESCUELA PARTICULAR NUEVA LONCOTRARO	VILLARRICA
6140	NUEVA LONCOTRARO	VILLARRICA
6142	ESCUELA PARTICULAR LIUMALLA	VILLARRICA
6142	LIUMALLA	VILLARRICA
6143	RELIN	VILLARRICA
6143	ESCUELA PARTICULAR RAYENKO	VILLARRICA
6143	RAYENKO	VILLARRICA
6144	ESCUELA PARTICULAR LOS CIRUELOS	VILLARRICA
6144	LOS CIRUELOS	VILLARRICA
6146	CHALLUPEN	VILLARRICA
6146	ESCUELA PARTICULAR COLONIA CHALLUPEN	VILLARRICA
6147	NELTUME	VILLARRICA
6147	ESCUELA PARTICULAR N 98 NELTUME	VILLARRICA
6147	ESCUELA PARTICULAR NELTUME	VILLARRICA
6149	ESCUELA PARTICULAR SANTA FILOMENA	VILLARRICA
6149	SANTA FILOMENA	VILLARRICA
6151	PUENTE BASA	CURARREHUE
6151	ESCUELA PARTICULAR PUENTE BASA	CURARREHUE
6153	ESCUELA PARTICULAR QUETROCO	VILLARRICA
6153	QUETROCO	VILLARRICA
6154	ESCUELA PARTICULAR CURILELFU	VILLARRICA
6154	CURILELFU	VILLARRICA
6155	SAN FRANCISCO	VILLARRICA
6155	MALLOCO	VILLARRICA
6155	ESCUELA PARTICULAR SAN FRANCISCO	VILLARRICA
6156	LOS CIERVOS	VILLARRICA
