RBD	NOMBRE	COMUNA
10699	LICEO REPUBLICA DE GRECIA	TALAGANTE
10702	ESCUELA MANUEL RODRIGUEZ ERDOIZA	TALAGANTE
10703	ESCUELA ESTRELLA DE BELEN	TALAGANTE
10704	ESCUELA ALBORADA DE TALAGANTE	TALAGANTE
10705	ESCUELA LUIS UNDURRAGA	TALAGANTE
10706	ESCUELA EL PINO VIEJO DE LONQUEN	TALAGANTE
10710	COLEGIO ALCANTARA DE TALAGANTE	TALAGANTE
10711	LICEO COMERCIAL TALAGANTE	TALAGANTE
10712	ESCUELA BAS. COLEGIO NACIONAL	TALAGANTE
10713	COLEGIO NINO JESUS	TALAGANTE
10715	INSTITUTO SUBTTE.LUIS CRUZ MARTINEZ	TALAGANTE
10716	ESCUELA BAS. BARTOLOME BLUMENTHAL	TALAGANTE
10717	ESCUELA TECNICA SANTA MARIA MICAELA	TALAGANTE
10719	INSTITUTO TALAGANTE	TALAGANTE
10721	ENGLISH COLLEGE	TALAGANTE
10722	COLEGIO TORREON	TALAGANTE
10723	COLEGIO PARTICULAR INTEGRAL ARTURO PRAT	TALAGANTE
10724	COLEGIO CARAMPANGUE	TALAGANTE
10725	CENTRO EDUCACIONAL ISLA DE MAIPO	ISLA DE MAIPO
10726	LICEO BICENTENARIO MARIO BERTERO CEVASCO	ISLA DE MAIPO
10727	LICEO REPUBLICA DE ITALIA	ISLA DE MAIPO
10729	ESCUELA BASICA EFRAIN MALDONADO TORRES	ISLA DE MAIPO
10730	ESC.BASICA SAN ANTONIO DE NALTAGUA	ISLA DE MAIPO
10732	ESCUELA RURAL LAS PARCELAS	ISLA DE MAIPO
10734	CENTRO EDUC. PART. MARIA REINA INMACULADA	ISLA DE MAIPO
10735	LICEO POLIV. LUIS HUMBERTO ACOSTA GAY	EL MONTE
10736	ESCUELA REPUBLICA DEL ECUADOR	EL MONTE
10737	ESC. BASICA  JAVIERA CARRERA VERDUGO	EL MONTE
10738	ESCUELA REPUBLICA DE HONDURAS	EL MONTE
10740	ESCUELA CHINIGUE EL CRISTO	EL MONTE
10741	ESCUELA EL REMANSO	EL MONTE
10742	ESCUELA BAS. DIVINA PROVIDENCIA	EL MONTE
10743	INSTITUTO SAN FRANCISCO	EL MONTE
10744	ESCUELA BAS. COLEGIO EMELINA URRUTIA	EL MONTE
10746	LICEO MUNICIPALIZADO PENAFLOR	PEÑAFLOR
10747	ESCUELA TERESA DE CALCUTA	PEÑAFLOR
10748	ESCUELA EMILIA LASCAR	PEÑAFLOR
10749	LICEO BICENTENARIO DE EXCELENCIA PAUL HARRIS	PADRE HURTADO
10750	ESCUELA ROSALINA PESCIO VARGAS	PEÑAFLOR
10751	LICEO COMERCIAL REPUBLICA DE BRASIL	PEÑAFLOR
10752	ESCUELA REPUBLICA ARGENTINA	PADRE HURTADO
10753	ESCUELA REPUBLICA CHECA	PEÑAFLOR
10754	ESCUELA MAND EDUARDO FREI MONTALVA	PEÑAFLOR
10755	ESCUELA ESPECIAL NAZARETH	PEÑAFLOR
10756	ESCUELA SONIA PLAZA CASTRO	PEÑAFLOR
10757	COLEGIO ALBERTO HURTADO CRUCHAGA	PADRE HURTADO
10758	ESCUELA MALLOCO	PEÑAFLOR
10760	ESCUELA REPUBLICA DE ISRAEL	PEÑAFLOR
10763	ESCUELA CRISTAL CHILE	PADRE HURTADO
10764	ESCUELA LA ESPERANZA	PADRE HURTADO
10765	ESCUELA BASICA G-N°673 PELVIN SAN FRANCISCO DE ASIS	PEÑAFLOR
10766	ESCUELA DOLORES CATTIN FAUNDEZ	PEÑAFLOR
10767	ESCUELA BASICA ACADEMIA MALLOCO	PEÑAFLOR
10768	ESCUELA BASICA N 41 AUGUSTO D`HALMAR	PEÑAFLOR
10769	ESC.BASICA PART.BENJAMIN VERGARA	PADRE HURTADO
10771	ESCUELA BAS. PART. COLEGIO CLAUDIO GAY	PEÑAFLOR
10772	COL.PART.INMAC.CONC. DE NTRA.SRA. DE LOURDES	PEÑAFLOR
10773	COMPLEJO EDUC.PART. LUIS PASTEUR	PADRE HURTADO
10774	ESCUELA PARTICULAR EL REFUGIO	PEÑAFLOR
10777	COLEGIO TERRANOVA	PEÑAFLOR
10778	ESCUELA SAN MIGUEL	MELIPILLA
10779	ESCUELA LUIS DURAN REYES	MELIPILLA
10780	LICEO POLIV. HNOS. SOTOMAYOR BAEZA	MELIPILLA
10781	LICEO POLITECNICO MUNICIPAL MELIPILLA	MELIPILLA
10782	ESCUELA IGNACIO SERRANO MONTANER	MELIPILLA
10783	LICEO GABRIELA MISTRAL DE MELIPILLA	MELIPILLA
10784	COLEGIO HUILCO ALTO	MELIPILLA
10785	COLEGIO MONS. JAIME LARRAIN BUNSTER	MELIPILLA
10786	ESCUELA SAN JOSE DE LA VILLA	MELIPILLA
10789	ESCUELA GRAL. CAROL URZUA	MELIPILLA
10790	ESCUELA REPUBLICA DEL BRASIL	MELIPILLA
10791	COLEGIO POMAIRE	MELIPILLA
10792	LICEO POLIV. EL BOLLENAR	MELIPILLA
10794	ESCUELA SANTA ROSA ESMERALDA	MELIPILLA
10795	ESCUELA CLAUDIO ARRAU	MELIPILLA
10796	ESCUELA PATRICIO LARRAIN GANDARILLAS	MELIPILLA
10797	ESCUELA PEDRO MARIN ALEMANY	MELIPILLA
10798	ESCUELA BASICA CARMEN BAJO	MELIPILLA
10799	ESCUELA RAMON NOGUERA PRIETO	MELIPILLA
10800	ESCUELA CHOLQUI	MELIPILLA
10801	ESCUELA SAN DIEGO	MELIPILLA
10805	ESCUELA PUANGUE	MELIPILLA
10810	ESCUELA LIDIA MATTE HURTADO	MELIPILLA
10811	ESCUELA EL TRANSITO	MELIPILLA
10816	ESCUELA JOSE CAMARENA ESCRIVA	MELIPILLA
10818	ESCUELA HUECHUN	MELIPILLA
10820	ESCUELA TANTEHUE	MELIPILLA
10821	ESCUELA RAQUEL FERNANDEZ DE MORANDE	MELIPILLA
10822	ESCUELA RURAL FUTURO	MELIPILLA
10825	ESCUELA PADRE ALBERTO HURTADO	MELIPILLA
10827	ESCUELA BASICA EL PABELLON	MELIPILLA
10828	COLEGIO PARTICULAR ALONSO DE ERCILLA	MELIPILLA
10829	ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CARMEN	MELIPILLA
10830	COLEGIO POLITEC.NTRA.SRA.DE LA PRESENTAC	MELIPILLA
10831	COLEGIO PARTICULAR MELIPILLA	MELIPILLA
10832	COLEGIO POLIVALENTE SAN AGUSTIN	MELIPILLA
10833	CENTRO EDUCACIONAL MENESIANO	MELIPILLA
10834	COLEGIO MARAMBIO	MELIPILLA
10835	LICEO MUNICIPAL F-N°860	MARÍA PINTO
10836	ESCUELA BASICA F-N° 732 CHOROMBO ALTO	MARÍA PINTO
10837	ESCUELA BASICA F-N°738 LOS RULOS	MARÍA PINTO
10838	ESCUELA BASICA G-N°733 CHOROMBO BAJO	MARÍA PINTO
10839	ESCUELA BASICA G-N°734 LAS MERCEDES	MARÍA PINTO
10840	ESCUELA BASICA G-N°737 SANTA EMILIA	MARÍA PINTO
10841	ESCUELA IBACACHE	MARÍA PINTO
10842	ESCUELA BASICA VALLE DE PUANGUE	CURACAVÍ
10844	ESCUELA SAN JOSE OBRERO DE CURACAVI	CURACAVÍ
10845	LICEO BICENTENARIO PRESIDENTE BALMACEDA	CURACAVÍ
10846	ESCUELA FERNANDO CARVAJAL PINTO	CURACAVÍ
10848	ESCUELA ELIECER PEREZ VARGAS	CURACAVÍ
10849	ESCUELA HERIBERTO ERLWEIN  S.	CURACAVÍ
10851	COLEGIO INSTITUTO SAN LUIS DE CURACAVI	CURACAVÍ
10852	ESCUELA BASICA N°403 NUESTRA SRA. DE LA GUARDIA	CURACAVÍ
10853	ESCUELA BASICA EL CARMELO	CURACAVÍ
10854	LICEO MUNICIPAL DE SAN PEDRO	SAN PEDRO
10856	ESCUELA BASICA G-N°126	SAN PEDRO
10858	ESCUELA BASICA G-N°128 ATALICIO AGUILAR A.	SAN PEDRO
10861	ESCUELA BASICA G-N°130	SAN PEDRO
10862	ESCUELA BASICA G-N°131	SAN PEDRO
10863	ESCUELA LONGOVILO	SAN PEDRO
10864	ESCUELA BASICA G-N°134 NIHUE	SAN PEDRO
10865	ESCUELA ENRIQUE REYMOND ALDUNATE	SAN PEDRO
10867	ESCUELA DE QUELENTARO ALTO	SAN PEDRO
10868	ESCUELA BASICA G-N°139	SAN PEDRO
10869	ESCUELA BASICA G-N°140	SAN PEDRO
10870	ESCUELA BASICA G-N°141	SAN PEDRO
10871	ESCUELA BASICA G-N°498	SAN PEDRO
10872	ESCUELA FUNDO CABIMBAO	SAN PEDRO
10873	LICEO MUNICIPAL SARA TRONCOSO TRONCOSO	ALHUÉ
10877	ESCUELA EL ASIENTO	ALHUÉ
10878	ESCUELA BARRANCAS DE PICHI	ALHUÉ
10879	ESCUELA SAN ALFONSO	ALHUÉ
10880	ESCUELA HACIENDA ALHUE	ALHUÉ
10881	COLEGIO SAN SEBASTIAN	PEDRO AGUIRRE CERDA
11755	COLEGIO DE ADULTOS INSTITUTO LUISA CARDIJIN	SANTIAGO
11758	ESCUELA BASICA PARTICULAR SUMMERHILL	INDEPENDENCIA
11759	ESCUELA ESPECIAL AMERICA DEL SUR	CERRILLOS
11761	ESCUELA PARTICULAR SAN FELIPE NERI	RECOLETA
11762	ESCUELA ESPECIAL PARTICULAR LA ROSA AZUL	SANTIAGO
11766	COLEGIO INSTITUTO ARTÍSTICO DE ESTUDIOS SECUNDARIOS DE LA UNIVERSIDAD DE CHILE	SANTIAGO
11767	COLEGIO LORD COCHRANE	SANTIAGO
11768	ESCUELA ESPECIAL PART RAYITO DE LUZ	CONCHALÍ
11770	COLEGIO DE ADULTOS YANQUIRAY	SANTIAGO
11772	COLEGIO FAYOL ENGLISH SCHOOL	PROVIDENCIA
11776	COLEGIO THE MAYFLOWER SCHOOL	LO BARNECHEA
11783	ESCUELA BASICA N°1238 GIORDANO BRUNO	PEÑALOLÉN
11788	ESCUELA ESPECIAL PARTICULAR LO HERMIDA	PEÑALOLÉN
11789	ESCUELA BASICA PART.BROTHERS SCHOOL	LA FLORIDA
11791	ESC ESPECIAL NUESTRA SENORA DE LOURDES	LA FLORIDA
11792	LICEO PARTIC.ALBERTO MAGNO LA FLORIDA	LA FLORIDA
11793	ESC BASICA PARTICULAR SAN VALENTIN	LA FLORIDA
11794	ESCUELA ESPECIAL PARTICULAR VARESCA	LA FLORIDA
11795	COLEGIO SAN CARLOS DE LA FLORIDA	LA FLORIDA
11797	ESC PARTICULAR MANUEL VICUNA LARRAIN	LA FLORIDA
11800	ESCUELA ESPECIAL PARTICULAR LAS ROSAS	LA PINTANA
11802	ESCUELA ESPECIAL JEAN PIAGET LA GRANJA	LA GRANJA
11804	ESCUELA ESPECIAL NUEVA ALBORADA	LA PINTANA
11805	COLEGIO POLIVALENTE INGLES	LA PINTANA
11806	ESCUELA BASICA PARTICULAR ARMI	SAN RAMÓN
11807	ESCUELA PARTICULAR PUMANQUE	SAN RAMÓN
11808	ESCUELA PARTICULAR SEGUNDO MAURO ORTIZ	LA CISTERNA
11809	ESC.PAR.MAURICE AND NATALY SCHOOL	SAN RAMÓN
11811	LICEO SANTA MARIA EUFRASIA	SAN JOAQUÍN
11812	COLEGIO TOMAS MORO	SAN MIGUEL
11813	ESCUELA PARTICULAR ALVAREZ DE TOLEDO	SAN MIGUEL
11814	COLEGIO PESTALOZZI	SAN JOAQUÍN
11816	ESCUELA ESPECIAL PARTICULAR SAN CLEMENTE	SAN MIGUEL
11818	COMPLEJO EDUC.PARTICULAR DE LAS ACACIAS	EL BOSQUE
11828	ESCUELA ESPECIAL PARTICULAR SOR TERESA	CERRILLOS
11830	ESCUELA BASICA  1287 SAN MARCOS APOSTOL	MAIPÚ
11831	LICEO INDUSTRIAL BENJAMIN FRANKLIN	QUINTA NORMAL
11833	LICEO COMERCIAL ALFA Y OMEGA	QUINTA NORMAL
11835	ESCUELA PARTICULAR ROYAL SCHOOL	LO PRADO
11836	ESCUELA ESPECIAL PARTICULAR NUEVA SENDA	RENCA
11837	ESCUELA SAINT MARY SCHOOL	COLINA
11838	ESCUELA PART. STA. CLARISA DE COLINA	COLINA
11839	LICEO ROSA TOCORNAL	PUENTE ALTO
11843	MASTER COLLEGE	SAN BERNARDO
11845	ESCUELA PARTICULAR BELGICA	SAN BERNARDO
11851	COLEGIO JOSE MANUEL BALMACEDA	PEÑAFLOR
11853	ESCUELA BAS. PARTICULAR MILLARAY	PEÑAFLOR
11854	ESCUELA BASICA PARTICULAR BRASILIA	PADRE HURTADO
11855	COLEGIO ALVARO COVARRUBIAS ARLEGUI	INDEPENDENCIA
11862	ESCUELA DE PARVULOS TRIBILIN	ESTACIÓN CENTRAL
11865	ESCUELA DE PARVULOS CONEJIN	EL BOSQUE
11867	COLEGIO UNIVERSAL SAN FRANCISCO	TALAGANTE
11869	CENTRO EDUC. PARTICULAR SAN LUIS	SAN MIGUEL
11870	ESC.BAS. PART. COLEGIO HAYDN DE SAN JOAQUIN	SAN JOAQUÍN
11871	COLEGIO PEDRO DE VALDIVIA	PROVIDENCIA
11878	ESCUELA ESPECIAL ARNOLD GESELL	PUENTE ALTO
11883	LICEO MUNICIPAL POLIVALENTE MARIA PINTO	MARÍA PINTO
11885	COLEGIO POLITEC. AVENIDA INDEPENDENCIA	INDEPENDENCIA
11886	ESCUELA BASICA EL CARMELO	CURACAVÍ
11890	ESCUELA DE PARVULOS ANDREITA CELIS	INDEPENDENCIA
11893	LICEO PARTICULAR INSUME	ÑUÑOA
11898	LICEO MANUEL BULNES DE LA FLORIDA	LA FLORIDA
11901	ESC.ESP.SAN MIGUEL DE LA NVA EXTREMADURA	LA PINTANA
11902	ESCUELA PART.SAN FRANCISCO DE MAPUHUE	LA PINTANA
11903	ESCUELA PARTICULAR SAN MARCELO NUM 2	LA PINTANA
11905	ESC. BASICA PART.CENTRO EDUC.AMANECER	SAN MIGUEL
11906	ESCUELA BAS. LOS CARRERA	SAN MIGUEL
11909	ESCUELA PARTICULAR N°333 EL ANGEL	SAN JOAQUÍN
11912	INSTITUTO POLIVALENTE SAN MIGUEL	SAN MIGUEL
11914	ESCUELA BASICA Nº128 SAN RAMON	LA CISTERNA
11918	FROILAN YAÑEZ DE LA BARRA	LA CISTERNA
11921	COLEGIO INFOCAP	SAN JOAQUÍN
11922	ESCUELA PARTICULAR EL ABRAZO DE MAIPU	MAIPÚ
11923	INSTITUTO COMERCIAL SAN PABLO	PUDAHUEL
11924	ESCUELA ESPECIAL LORENZO EITING	QUINTA NORMAL
11925	COLEGIO POLIVALENTE BRITANIA RENCA	RENCA
11926	ESCUELA BASICA PARTICULAR ROQUER	RENCA
11928	ESCUELA ANTILLANCA	PUENTE ALTO
11929	ESCUELA DE PARVULOS N°61 LAS VERTIENTES	SAN JOSÉ DE MAIPO
11931	CENTRO EDUC.PART.ORDEN DE SAN JORGE	SAN BERNARDO
11932	ESCUELA ESPECIAL JULIO BERNALDO QUIROS	PAINE
11936	COLEGIO JACQUES COUSTEAU	MAIPÚ
11942	COLEGIO ABERSAN	COLINA
11947	COLEGIO SHIRAYURI	LA FLORIDA
11948	COLEGIO SAN LORENZO	LA FLORIDA
11949	COLEGIO CRISOL	LA FLORIDA
11950	COLEGIO MONTEVERDE	PEÑALOLÉN
11952	ESCUELA BELEN O¦HIGGINS	LA FLORIDA
11956	ESCUELA BASICA  N°1226 PEPITA	LA FLORIDA
11959	ESCUELA DE PARVULOS N° 1300 ALVARO COVARRUBIAS A.	INDEPENDENCIA
11962	COLEGIO  PEDRO DE VALDIVIA-AGUSTINAS	SANTIAGO
11965	CENTRO EDUCACIONAL SAN LORENZO	RECOLETA
11966	COLEGIO PUCARA DE LOS ANDES	LAS CONDES
11968	COLEGIO CUMBRES	LAS CONDES
11971	COLEGIO SANTO DOMINGO_PADRES DOMINICOS	LA REINA
11977	SAINT CHRISTIAN COLLEGE	LA GRANJA
11979	COLEGIO MIGUEL ANGEL	LA PINTANA
11980	ESCUELA ESPECIAL PARTICULAR CECLA	LA CISTERNA
11985	ESCUELA BAS. DE ADULTOS AGUSTIN CALDERON ROJA	BUIN
11987	COMPLEJO EDUCACIONAL AMERICANO	SANTIAGO
11993	ESCUELA BASICA JUAN PABLO DUARTE	PROVIDENCIA
11994	LICEO POLIVALENTE BAHIA DARWIN	LA GRANJA
11997	ESCUELA JOSE IBAÑEZ	LA CISTERNA
11998	ESCUELA BASICA PARTICULAR HUEÑECITO	LA PINTANA
12073	COLEGIO HALLEY	MAIPÚ
12076	ESCUELA PARTICULAR SAN GUILLERMO	PUENTE ALTO
12077	COLEGIO SAN MIGUEL DE LOS ANDES	PUENTE ALTO
12079	HERNAN MERINO CORREA	SAN BERNARDO
12080	ESCUELA DE PARVULOS INNS BRUCK	SAN BERNARDO
12083	COLEGIO LO ERRAZURIZ	MAIPÚ
12085	COLEGIO CRISTIANO EMMANUEL	LA FLORIDA
12086	COLEGIO COYANCURA	LAS CONDES
12087	COLEGIO BRITISH ROYAL SCHOOL	LA REINA
12090	COLEGIO TERRANOVA	LA REINA
12092	ESCUELA ESPECIAL ANADIME	ÑUÑOA
12094	COLEGIO SAN ESTEBAN DIÁCONO	VITACURA
12095	ESC BAS PART COLEGIO CHILLAN	LA FLORIDA
12097	ESCUELA ESPECIAL N°1327 ANAKENA	LA FLORIDA
12102	ESC. DE PARVULOS ALBERTO WIDMER N_ 2	MAIPÚ
12103	ESCUELA ESPECIAL DE EDUCACION	LO ESPEJO
12104	ESCUELA DE PARVULOS MIS CARINOSITOS	PEDRO AGUIRRE CERDA
12105	ESCUELA ESPECIAL PARTICULAR CEDEL	LA PINTANA
12108	ESCUELA PARTIC.DE PARVULOS MI PRINCESITA	SAN JOAQUÍN
12111	COLEGIO POLIV. PDTE. JOSE MANUEL BALMACEDA	SAN BERNARDO
12112	ESCUELA JORGE ALESSANDRI RODRIGUEZ	RENCA
12113	ESCUELA BASICA LO VELASQUEZ	RENCA
12115	CENTRO EDUCACIONAL FEDERICO GARCIA LORCA	RENCA
12117	COMPLEJO EDUCACIONAL J. MIGUEL CARRERA	QUILICURA
12118	ESCUELA CENTRO BIBLICO LA FORESTA	MELIPILLA
12119	ESCUELA DIFERENCIAL INTEGRACION	MELIPILLA
12120	ESCUELA BAS. Y ESP. OVIDIO DECROLY	PUENTE ALTO
12121	ESCUELA MARIA DE LA PAZ	PUENTE ALTO
12122	ESCUELA EDUCADORA GABRIELA MISTRAL	PUDAHUEL
12126	ESCUELA BÁSICA Y ESPECIAL N°352 LAUTRARU	LA PINTANA
12127	ESCUELA PARTIC SAN ISIDRO DE PERALILLO	LAMPA
12130	ESCUELA MARIA TERESA SCHOOL NUM 2	SANTIAGO
12133	COLEGIO FRANCISCO ENCINA	ÑUÑOA
12136	ESCUELA ESPECIAL PART SANTIAGO SUR	PEDRO AGUIRRE CERDA
12143	ESCUELA ESPECIAL PARTICULAR GALVARINO	SAN RAMÓN
12217	CENTRO POLITECNICO PARTICULAR DE NUNOA	ÑUÑOA
12221	ESCUELA ESPECIAL PARTICULAR REINA MARIA	CONCHALÍ
12225	COLEGIO BICENTENARIO SAN ESTEBAN MARTIR	LO BARNECHEA
12226	ESCUELA BASICA N°1355 IRARRAZAVAL	ÑUÑOA
12230	ESCUELA J. PERELLO	ÑUÑOA
12231	COLEGIO ESP. DE TRAST. DEL LENG.NAZARENO	MACUL
12234	LICEO TÉCNICO DIEGO PORTALES	LA FLORIDA
12237	ESC.PART.COLEGIO LOS HALCONES	PUENTE ALTO
12241	COLEGIO CORAZON DE JESUS	QUINTA NORMAL
12242	COLEGIO PUDAHUEL	PUDAHUEL
12243	ESCUELA Nº 1365 R.P. GUSTAVO LE PAIGE	RENCA
12244	COLEGIO EL SEMBRADOR	PUENTE ALTO
12245	ESC. BASICA JACQUELINE COLLEGE	MELIPILLA
12249	ESCUELA ESPECIAL PONTIFICE JUAN PABLO II	PEÑALOLÉN
12250	LICEO POLITECNICO LOS DOMINICOS	LAS CONDES
12251	COLEGIO BATALLA DE LA CONCEPCION	EL BOSQUE
12255	COLEGIO ALCAZAR	MAIPÚ
12257	CENTRO EDUCACIONAL ERNESTO YANEZ RIVERA	HUECHURABA
12258	COLEGIO EMMANUEL MOUNIER	PEÑAFLOR
12260	COLEGIO SAN FRANCISCO DE ASIS DE BELEN	SANTIAGO
12261	COLEGIO VILLA CORDILLERA	EL BOSQUE
12265	COLEGIO THE SOUTHERN CROSS SCHOOL	LAS CONDES
12266	COLEGIO CIUDADELA MONTESSORI DE LAS CONDES	LAS CONDES
12268	COLEGIO MAYA SCHOOL	ÑUÑOA
12269	COLEGIO INSTITUTO SAN CARLOS	LA PINTANA
12271	ESCUELA DE PARVULOS HERMANAS FRANCISCANAS	MAIPÚ
12272	ESCUELA DE PARV. LOS DUENDECITOS	MAIPÚ
12273	ESC.MUNIC.DE PARVULOS HERNAN DEL SOL	RENCA
12766	COLEGIO DE ADULTOS MANQUEHUE DE TIL TIL	TILTIL
12775	INSTITUTO  DOMINGO  EYZAGUIRRE	SAN BERNARDO
12777	COLEGIO SAN PEDRO NOLASCO	MELIPILLA
12778	ESCUELAS  DEL  CARIÑO ALBORADA	PUDAHUEL
13204	ESCUELA  ESPECIAL  N°2420 LA  HUERTA	TILTIL
13210	COLEGIO  HOSPITALARIO  RENOVAL	PROVIDENCIA
13212	ESCUELA  ESPECIAL  N°2422 AYEKAN	LA FLORIDA
13215	COLEGIO HOSPITALARIO  CLINICA INDISA	PROVIDENCIA
13218	ESCUELA  ESPECIAL  N°196 AURINKO	SAN BERNARDO
13219	COLEGIO SAN LORENZO	LA FLORIDA
13220	COLEGIO LICARAYEN	LA FLORIDA
13221	ESCUELA  ESPECIAL  N°2423 RUISEÑOR	LA FLORIDA
16773	ESCUELA ESPECIAL N°2424 EL  VOLANTIN	PEÑALOLÉN
16776	ESCUELA BÁSICA N°2415 LYCÉE ANTOINE DE SAINT EXUPÉRY	COLINA
16777	ESCUELA  DE  PARVULOS  Y  ESPECIAL  N°197 AMARAL	EL MONTE
16783	COLEGIO HOSPITALARIO HOSPITAL DEL  PINO	SAN BERNARDO
16785	ESCUELA ESPECIAL DE  LENGUAJE LOS  CHAVITOS	LAMPA
16787	ESCUELA  BASICA  N°198 GREENFIELD SCHOOL	TALAGANTE
16788	ESCUELA ESPECIAL N°197 MI  PEQUEÑO  MOZART	BUIN
16789	ESCUELA ESPECIAL N°2427 CARNAVAL	MAIPÚ
16790	ESCUELA  ESPECIAL  BASILEA	LA FLORIDA
16795	ESCUELA  BASICA N°231 LA VILLETTE 1	PUENTE ALTO
16799	CENTRO DE EDUCACION INTEGRADO DE  ADULTOS GLADYS LAZO Nº 2	SAN BERNARDO
16801	ESCUELA  ESPECIAL  N° 2428 CUMBRES  BLANCAS	MAIPÚ
16804	ESCUELA  ESPECIAL  N° 2429 PEUMAYEN	LA FLORIDA
16807	COLEGIO LOS  ALERCES  DE  TALAGANTE	TALAGANTE
16808	ESCUELA  ESPECIAL N°232 EL ARCA	PUENTE ALTO
16809	ESCUELA  ESPECIAL N°198 LOS  GIRASOLES	BUIN
16810	ESCUELA  ESPECIAL  N°199 EL  AROMO	SAN BERNARDO
16811	ESCUELA ESPECIAL N° 2430 SAN ALBERTO HURTADO	SANTIAGO
16812	ESCUELA ESPECIAL PARAPEQUES	SAN RAMÓN
16814	"ESCUELA ESPECIAL N°199	 MI  POLLITO  AMARILLITO"	PEÑAFLOR
16815	COLEGIO PATAGONIA DE BUIN	BUIN
16816	"ESCUELA  BASICA N°201	 REDWOOD COLLEGE"	SAN BERNARDO
16820	COLEGIO  PAULO  FREIRE  DE  SAN  MIGUEL	SAN MIGUEL
16821	ESCUELA ESPECIAL APRENDAMOS JUNTOS	LA CISTERNA
16823	ESCUELA ESPECIAL N° 2433 LOS MUSICOS DE BREMEN	LA PINTANA
16824	ESCUELA ESPECIAL N° 2434 JUGUEMOS EN EL BOSQUE II	CONCHALÍ
16825	ESCUELA  BASICA  N°200 COLEGIO  INTEGRAL TRABUNCO	PEÑAFLOR
16826	ESCUELA  ESPECIAL  N°2435 AITUE	ESTACIÓN CENTRAL
16827	ESCUELA ESPECIAL Y DE PARVULOS PETIT PRINCE	LA CISTERNA
16828	ESCUELA ESPECIAL ANTUMALEN N°202	CALERA DE TANGO
16829	"ESCUELA DE PARVULOS N°2437	  COLEGIO ALEMÁN CHICUREO"	COLINA
16830	RIELJAN COLLEGE	CALERA DE TANGO
16832	ESCUELA  ESPECIAL  2438 `PEQUEÑOS  GENIOS  DE  VALLE  GRANDE`	LAMPA
16834	JARDÍN INFANTIL JIRAFITA	PUENTE ALTO
16837	"ESC.ESP.N°2439	 MANQUEHUE DE TIL TIL"	TILTIL
16857	CENTRO  EDUCACIONAL  DE  ADULTOS  EL MONTE	EL MONTE
16859	ESCUELA DE PARVULOS N° 201 `MIKY`	MELIPILLA
16866	ESCUELA  ESPECIAL  N° 2440 LEONARDO  DA  VINCI	HUECHURABA
16878	"ESCUELA ESPECIAL ECOLÓGICA N°2441	 MAPU LIHUEN"	SAN MIGUEL
16879	ESCUELA BÁSICA N°2442 `CENTRO EDUCACIONAL ERNESTO YAÑEZ RIVERA`	HUECHURABA
16880	ESCUELA ESPECIAL N°  203 ALTO BUIN II	BUIN
16886	COLEGIO VALLES DEL MAIPO	SAN BERNARDO
16888	ESCUELA ESPECIAL N° 2446 `VOCES`	MAIPÚ
16889	ESCUELA ESPECIAL N° 2445 PAPELUCHO	CONCHALÍ
16890	ESCUELA BÁSICA N° 2444 `QHAPAQ KUNA`	QUINTA NORMAL
16893	ESCUELA ESPECIAL N°2443 ARCOIRIS	LA PINTANA
16894	ESCUELA ESPECIAL N°204 ANGEL MIGUEL	SAN BERNARDO
16904	ESCUELA ESPECIAL N° 2447 `ESTRELLITAS  DE SAN JOSÉ`	LA FLORIDA
16905	ESC.ESP.DE LENGUAJE Y COMUNICACIÓN `MUNDO FELIZ`	PEÑALOLÉN
16921	ESCUELA ESPECIAL N°234 `LAS FLORES`	PUDAHUEL
16946	"ESCUELA  ESPECIAL N° 2449	  `DE LA  MERCED`"	SANTIAGO
16953	"ESCUELA  ESPECIAL  N°235	 `EL PRINCIPITO DE PUENTE  ALTO`"	PUENTE ALTO
16955	ESCUELA BASICA COLEGIO SAN JUAN DE LAMPA	LAMPA
16956	ESCUELA ESPECIAL N° 2451 `PUCALAN`	RENCA
16957	ESCUELA  ESPECIAL DE LENGUAJE PETRICOR	RENCA
16958	COLEGIO  ARTISTICO SOL DEL  ILLIMANI	LA FLORIDA
16963	ESCUELA ESPECIAL N° 2453 `THE ALMOND SCHOOL II`	LA PINTANA
16971	"ESCUELA  ESPECIAL N°205 	`MI MUNDO  EN  PALABRAS`"	SAN BERNARDO
16972	ESCUELA ESPECIAL CREA Nº2455	ESTACIÓN CENTRAL
16980	"ESCUELA  BASICA  N° 206	 `PULMAHUE`"	PAINE
16981	ESCUELA DE PARVULOS CONEXIONES	SAN BERNARDO
16986	LOS CAPULLITOS	CONCHALÍ
16987	ESCUELA  ESPECIAL N° 2456 `TU  ARCOIRIS`	LA GRANJA
16994	ESC.ESP.N°236 `MILLARAY DE CASAS VIEJAS`	PUENTE ALTO
16995	ESCUELA ESPECIAL DIVINO NIÑO JESUS	COLINA
16997	COLEGIO AMERICAN SCHOOL	PEÑAFLOR
20294	ESCUELA ESPECIAL N° 2458 KIMUNTUWE	LAMPA
20295	ESCUELA  ESPECIAL  N° 208 LA  RONDA	BUIN
20298	COLEGIO PUENTE MAIPO	PUENTE ALTO
20299	"ESCUELA BASICA N°2459	 FRANCISCO VARELA"	PEÑALOLÉN
